Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
Super Bubur Rasa Abon Sapi,100 g,387.76,69.39,9.18,6.12
Ubur-Ubur (Dikeringkan Asin),100 g,36.0,0.0,1.4,5.5
Susu Bubuk Coklat,100 g,450.0,67.5,12.5,12.5
Terasi Bubuk,100 g,250.0,0.0,0.0,25.0
Buryam,100 g,363.64,81.82,0.0,9.09
Santan Bubuk,100 g,500.0,60.0,30.0,0.0
Selai Kacang Bubuk,100 g,384.62,61.54,7.69,30.77
Selai Chocolate Bubuk,100 g,384.62,61.54,7.69,30.77
Bubur Dengan Kuah Kari,100 g,413.04,78.26,7.61,6.52
Bubur Tim Daging Dan Brokoli,100 g,400.0,80.0,6.0,12.0
Minuman Rasa Limun Dengan Gula (Dibuat Dengan Bubuk Campuran),100 g,9200.0,2252.0,0.0,0.0
Susu Bubuk Full Cream Plain,100 g,13000.0,1100.0,700.0,600.0
Bubur Instan,100 g,375.0,71.88,6.25,7.81
Susu Bubuk Kompleta Rasa Vanila,100 g,400.0,63.33,8.33,13.33
Susu Bubuk Skim,100 g,400.0,60.0,0.0,33.33
Susu Bubuk Purefarm Full Cream,100 g,480.0,40.0,28.0,24.0
Agar-Agar Bubuk Hallow,100 g,357.14,85.71,0.0,0.0
Daun Kelor Bubuk,100 g,333.33,53.33,6.67,20.0
Organik Susu Kacang Bubuk,100 g,450.0,30.0,17.5,0.0
Organic Coklat Belgia Bubuk,100 g,512.5,51.25,32.5,8.75
Jahe Merah Ekstrak Bubuk,100 g,450.0,80.0,10.0,10.0
Susu Bubuk Instan Rasa Cokelat,100 g,447.37,65.79,15.79,13.16
Sosis Bakar,100 g,160.0,2.0,10.0,14.0
Ikan Kembung Bakar,100 g,169.0,3.2,8.01,20.46
Bumbu Bakar Pedas,100 g,300.0,70.0,0.0,0.0
Terong Bakar,100 g,20.0,4.67,0.16,0.83
Ikan Patin Bakar,100 g,144.0,2.22,6.61,17.78
Rasa Jagung Bakar,100 g,500.0,60.0,30.0,10.0
Akar Teratai,100 g,74.0,17.23,0.1,2.6
Bumbu Rasa Jagung Bakar,100 g,250.0,100.0,0.0,0.0
Kris Bee Krunchy Rasa Jagung Bakar Mentega,100 g,450.0,80.0,10.0,10.0
Bumbu Kentang Goreng Rasa Jagung Bakar,100 g,375.0,75.0,0.0,0.0
Sosis Lauk Rasa Ayam Bakar,100 g,140.0,12.0,3.0,16.0
Rumput Laut Panggang Rasa Jagung Bakar,100 g,500.0,20.0,40.0,20.0
Ikan Bawal Bakar,100 g,144.0,0.0,5.04,23.0
Ubi Bakar Cilembu,100 g,86.0,20.12,0.05,1.57
Ayam Bakar Bumbu Rujak,100 g,250.0,33.33,8.33,8.33
Sukro Oven Jagung Bakar,100 ml,520.0,52.0,28.0,16.0
Roti Gandum,100 g,277.78,45.56,6.67,8.89
Sosis Bakar Mini,100 g,250.0,15.0,17.0,10.0
Jagung Bakar (15G),100 g,333.33,40.0,20.0,6.67
Roti Jagung,100 g,309.09,54.55,10.91,7.27
Roti Bakar,100 g,307.0,53.71,5.62,12.84
Jagung Bakar Pedas,100 g,416.67,50.0,25.0,8.33
Roti Sandwich Tanpa Kulit Gandum,100 g,277.78,45.56,6.67,8.89
Sosis Bakar Jumbo,100 g,250.0,13.0,18.0,10.0
Momogi Jagung Bakar,100 g,500.0,60.0,30.0,10.0
Twistko Rasa Jagung Bakar,100 g,500.0,70.0,25.0,10.0
Nasi Bakar,100 g,166.67,25.15,4.55,6.67
Snack Nugget Rasa Jagung Bakar Pedas,100 g,500.0,70.0,20.0,10.0
Tortilla Chips Rasa Jagung Bakar,100 g,500.0,64.29,21.43,10.71
Sosis Rasa Ayam Bakar,100 g,170.0,18.0,6.0,10.0
Pocket Sandwich Chocolate,100 g,320.0,44.0,12.0,8.0
Milk Bread,100 g,300.0,52.5,5.0,10.0
Keripik Singkong Rasa Keju Bakar,100 g,400.0,56.0,20.0,0.0
Potato Bun With Custard Filling,100 g,314.29,50.0,10.0,7.14
Nasi Bakar Ayam,100 g,166.67,25.15,4.55,6.67
Popcorn Keju Bakar,100 g,433.33,76.67,13.33,3.33
Potato Bun With Chocolate Filling,100 g,328.57,48.57,10.0,7.14
Yoritos Rasa Jagung Bakar,100 g,500.0,70.0,25.0,10.0
Roti Kok,100 g,437.0,74.8,10.0,11.1
Pocket Sandwich Peanut,100 g,360.0,42.0,16.0,10.0
Mie Goreng Ayam Bakar Limau,100 g,449.44,68.54,15.73,8.99
Strawberry Roll,100 g,327.27,52.73,10.91,7.27
Red Bean Bun,100 g,327.27,52.73,9.09,7.27
Nasi Bakar Ikan Cakalang,100 g,196.23,31.7,4.53,7.17
Kaya Bun,100 g,311.11,57.78,8.89,6.67
Roti Balok Rasa Cokelat,100 g,360.0,50.0,14.0,8.0
Iga Bakar,100 g,254.0,0.94,19.0,19.1
Roti Susu,100 g,300.0,52.5,5.0,10.0
Corntoz Rasa Jagung Bakar,100 g,1200.0,140.0,70.0,10.0
Ayam Bakar Limau,100 g,449.44,68.54,15.73,8.99
Jagung Bakar (18G),100 g,555.56,61.11,33.33,5.56
Sapi Bumbu Bakar,100 ml,500.0,55.0,30.0,10.0
Chocolate Bun,100 g,311.11,51.11,10.0,6.67
Potabee Ayam Bakar,100 g,533.33,50.0,33.33,6.67
Rasa Sosis Bakar,100 g,444.44,77.78,8.33,5.56
Chimi Keripik Ubi Jagung Bakar,100 g,560.0,56.0,32.0,4.0
Roti Bakar Rasa Coklat,100 g,381.82,52.73,16.36,7.27
Snack Bakso Rasa Udang Bakar,100 g,533.33,73.33,23.33,0.0
Kentang Rebus,100 g,87.0,20.13,0.1,1.87
Singkong Rebus,100 g,146.0,34.76,0.26,1.24
Pop Mie Rasa Ayam,100 g,426.67,61.33,14.67,12.0
Daun Ubi Tumbuk,100 g,102.0,6.56,8.01,3.49
Rawon Pedas Mercon,100 g,466.67,61.33,20.0,10.67
Sarimi Isi 2 Ayam Bawang,100 g,443.48,60.87,17.39,11.3
Ramen Kuah Shoyu Rasa Ayam,100 g,439.02,67.07,17.07,7.32
Rawit Bingit Ayam Jerit,100 g,454.55,55.84,19.48,12.99
Lodeh Terong,100 g,106.0,6.36,8.39,3.03
Tongseng,100 g,169.0,6.43,11.83,10.81
Mi Goreng Rendang,100 g,483.52,62.64,21.98,8.79
Shabu Shabu Combo,100 g,240.0,22.0,14.0,8.0
Mie Rebus Rasa Soto Ayam,100 g,485.71,60.0,24.29,8.57
Jagung Rebus,100 g,93.0,22.33,0.74,3.11
Mi Rebus Kari Ayam,100 g,66.67,14.67,0.67,0.0
Tumis Buncis,100 g,65.0,8.15,3.45,1.97
Tumis Kacang Panjang Dan Tempe,100 g,140.0,9.65,8.54,8.97
Tumis Tauge,100 g,57.0,9.45,1.18,4.58
Tumis Labu Siam,100 g,46.0,7.34,1.72,1.42
Tumis Pakcoy,100 g,30.0,5.57,0.52,1.85
Tumis Kol,100 g,45.0,6.15,2.23,1.39
Tumis Pakis,100 g,75.0,7.01,4.54,3.55
Tumis Pepaya Muda,100 g,52.0,8.97,1.93,0.73
Tumis Genjer,100 g,35.0,7.39,0.27,1.99
Tumis Daun Pepaya,100 g,95.0,12.01,2.0,8.05
Tumis Daun Singkong,100 g,85.0,7.52,5.22,3.59
Bumbu Racik Tumis,100 g,300.0,60.0,0.0,20.0
Tumis Oncom,100 g,105.0,12.62,4.04,5.84
Tumis Pare,100 g,46.0,5.74,2.45,1.25
Kentang Panggang (Kulit Tidak Dimakan),100 g,92.0,21.39,0.1,1.95
Kacang Panggang Vegetarian,100 g,94.0,21.14,0.37,4.75
Ikan Tuna Panggang,100 g,153.0,0.41,3.96,27.3
Ikan Trout Panggang,100 g,188.0,0.41,9.16,24.37
Bolu Panggang,100 g,444.44,51.11,24.44,4.44
Muffin Inggris Panggang,100 g,270.0,52.65,2.02,10.32
Jamur Portabella (Panggang),100 g,35.0,5.08,0.75,4.09
Iga Babi Panggang Dengan Saus,100 g,310.0,4.2,22.33,21.44
Kentang Panggang (Lemak Tidak Ditambahkan Dalam Masakan),100 g,95.0,21.52,0.11,2.49
Rasa Ayam Panggang,100 g,600.0,60.0,35.0,10.0
Daging Babi Panggang,100 g,247.0,0.0,14.59,26.98
Proffle Sapi Panggang,100 g,400.0,55.0,10.0,25.0
Rumput Laut Kering Panggang (Nori) Pedas,100 g,500.0,40.0,30.0,20.0
Rosta Kacang Panggang Rasa Pedas,100 g,545.45,54.55,22.73,18.18
Corntoz Sapi Panggang,100 g,500.0,60.0,25.0,10.0
Roti Panggang,100 g,368.42,52.63,15.79,7.89
Rumput Laut Panggang,100 g,500.0,33.33,50.0,33.33
Rumput Laut Kering Panggang (Nori) Korean Bbq,100 g,500.0,20.0,40.0,20.0
Rumput Laut Kering Panggang (Nori) Rasa Telur Asin,100 g,500.0,20.0,40.0,20.0
Kentang Panggang (Kulit Dimakan),100 g,109.0,20.53,2.2,2.43
Kentang Panggang,100 g,149.0,20.06,7.0,2.32
Roti Asam Adonan Panggang,100 g,298.0,56.4,3.3,9.6
Makaroni Panggang,100 g,489.0,66.0,22.0,7.0
Garuda Rosta Kacang Panggang Rasa Bawang,100 g,545.45,54.55,27.27,18.18
Babi Panggang (Hanya Daging Yang Dimakan),100 g,208.0,0.0,9.57,28.45
Kacang Almond Panggang,100 g,600.0,16.67,56.67,20.0
Pilus Keju Panggang,100 g,500.0,65.0,25.0,5.0
Ikan Lele Panggang,100 g,184.0,0.41,11.71,18.16
Kepiting Panggang,100 g,136.0,0.11,6.24,18.91
Pilus Sapi Panggang,100 g,500.0,71.43,28.57,0.0
Bagel Panggang,100 g,288.0,57.11,1.72,11.14
Kacang Asin Panggang,100 g,629.63,18.52,51.85,29.63
Ikan Salmon Panggang,100 g,171.0,0.49,7.56,23.97
Daging Menjangan/Rusa Panggang,100 g,190.0,0.0,3.93,36.08
Japota Sapi Panggang,100 g,571.43,50.0,35.71,7.14
Malkist Keju Panggang,100 g,500.0,65.0,20.0,10.0
Piattos Sapi Panggang,100 g,533.33,66.67,26.67,6.67
Kacang Pistachio Panggang,100 g,640.0,20.0,52.0,24.0
Rasa Sapi Panggang,100 g,550.0,65.0,30.0,5.0
Rumput Laut Panggang (Nori),100 g,600.0,20.0,50.0,20.0
Ayam Panggang Bawang,100 g,136.92,5.77,4.08,19.23
Chitato Sapi Panggang,100 g,550.0,55.0,30.0,10.0
Kuah Gulai,100 g,135.0,6.74,12.43,1.78
Cap Cay Kuah,100 g,67.0,9.67,2.59,1.58
Kwetiau Kuah Rasa Ayam Bawang,100 g,373.13,67.16,6.72,13.43
Mi Instan Kuah Rasa Ayam Bawang,100 g,386.67,62.67,8.0,16.0
Kuah Rasa Ramen Jepang,100 g,366.67,70.0,5.0,10.0
Mie Instan Kuah Rasa Ayam Bawang,100 g,383.33,65.0,8.33,11.67
Muffin Buah Dan/Atau Kacang-Kacangan,100 g,277.0,48.0,6.5,5.5
Mie Kuah Jalapeno,100 g,440.0,57.33,17.33,12.0
Mie Kuah Rasa Ayam Cabe,100 g,462.5,61.25,20.0,8.75
Buah Lontar,100 g,27.0,6.75,0.18,0.34
Batagor Kuah,100 g,469.0,52.4,19.3,21.3
Mi Kuah Rasa Cakalang,100 g,440.0,65.33,14.67,10.67
Smoothie Buah (Dibuat Dengan Buah Atau Jus Buah Saja),100 g,13000.0,3352.0,29.0,88.0
Kuah Pedes Dower,100 g,480.0,61.33,21.33,8.0
Buah Persik,100 g,39.0,9.54,0.25,0.91
Koktail Buah Tanpa Pemanis Dalam Kemasan Air (Dimasak Atau Kalengan),100 g,7800.0,2085.0,12.0,103.0
Keju Cottage Dengan Buah,100 g,21900.0,1042.0,870.0,2416.0
Es Buah,100 g,24700.0,6292.0,0.0,77.0
Bihun Kuah,100 g,372.55,70.59,6.86,7.84
Minuman Smoothie Buah (Dengan Jus Buah Dan Produk Susu),100 g,19800.0,4115.0,323.0,341.0
Super Bihun Kuah,100 g,372.55,70.59,4.9,7.84
Punch Buah  (Dibuat Dengan Jus Buah Dan Soda),100 g,10800.0,2651.0,15.0,44.0
Minum Smoothie Buah,100 g,16200.0,3668.0,176.0,214.0
Minuman Buah (Beralkohol),100 g,7400.0,785.0,3.0,14.0
Koktail Buah Atau Campuran,100 g,9300.0,2424.0,30.0,102.0
"Minuman Buah (Berkonsentrasi Beku, Dengan Air)",100 g,11400.0,2880.0,0.0,15.0
Mi Instan Kuah Rasa Kari Ayam,100 g,400.0,70.0,7.5,10.0
Buah Delima,100 g,68.0,17.17,0.3,0.95
Mie Kuah Pedas Gurih,100 g,400.0,72.31,7.69,10.77
Mie Oven Mie Kuah Rasa Iga Sapi,100 g,600.0,58.0,14.0,12.0
Super Bihun Kuah Baso Sapi,100 g,352.94,68.63,4.9,9.8
Mi Instan Konnyaku Kuah Rasa Ayam Bawang,100 g,42.25,9.86,0.0,0.0
Corn Bihun Kuah Rasa Ayam Bawang,100 g,393.44,81.97,6.56,1.64
Buah Kecapi,100 g,82.0,20.11,0.56,0.4
Pie Buah,100 g,316.0,42.6,16.1,3.0
Buah Kenitu,100 g,67.0,16.78,0.21,1.43
Jus Buah Naga,100 g,13600.0,3595.0,17.0,92.0
Yum Yum Mi Instan Rasa Tom Yum Udang Kuah Creamy,100 g,485.71,67.14,21.43,7.14
Buah Kundur,100 g,16.0,3.67,0.2,0.46
Instant Kua Chap,100 g,360.0,72.0,4.0,4.0
Kua Chap Thai Tom Yum,100 g,340.0,80.0,0.0,6.0
"Kentang Goreng (Seperti Waktu Beli, Ditambahi Garam, Beku)",100 g,174.0,29.92,5.05,2.12
Kaki Ayam Goreng Tanpa Pelapis (Kulit Dimakan),100 g,250.0,0.0,14.78,27.31
Mie Goreng Wortel Bit,100 g,149.25,25.37,2.99,4.48
Mie Goreng Rendang Jumbo,100 g,460.87,59.13,20.0,10.43
Mi Goreng Chitato,100 g,500.0,61.0,24.0,9.0
Mie Goreng Pedas Korea,100 g,367.65,69.12,6.62,8.82
Makaroni Krispi Level 15,100 g,450.0,60.0,20.0,10.0
Mi Goreng Jumbo,100 g,418.6,57.36,17.83,8.53
Isi 2 Mi Goreng Rasa Ayam Kecap,100 g,444.44,61.11,19.05,7.94
Mie Goreng Black Pepper Seafood,100 g,500.0,62.5,23.75,8.75
Mi Goreng Cakalang,100 g,439.02,67.07,14.63,9.76
"Ayam Goreng Kalasan, Paha",100 g,275.0,1.3,12.2,37.4
Mie Goreng Original,100 g,494.12,61.18,23.53,8.24
Korean Spicy Cheese,100 g,506.85,60.27,26.03,8.22
Belut Goreng,100 g,221.0,8.62,11.36,20.09
Terong Goreng,100 g,148.0,11.58,10.75,2.4
Kentang Mustofa,100 g,317.0,39.33,17.76,4.01
Mie Goreng Rasa Ayam Kecap,100 g,460.32,62.7,19.05,9.52
Paru Sapi Goreng,100 g,484.0,0.62,36.5,39.61
Ampela Goreng,100 g,262.0,9.45,11.15,32.05
Minyak Goreng Sawit,100 ml,800.0,0.0,90.0,0.0
Super Bihun Goreng,100 g,369.23,66.15,9.23,7.69
Intip Goreng,100 g,474.0,67.06,20.29,5.36
Minyak Goreng 2X Penyaringan,100 ml,777.78,0.0,88.89,0.0
Mi Goreng Sambal Belacan,100 g,493.33,61.33,24.0,8.0
Mie Goreng Rasa Ayam Panggang Kecap,100 g,466.67,63.33,20.0,8.89
Mie Goreng Korea Konnyaku,100 g,192.31,37.18,5.13,1.28
Ikan Lidah Goreng,100 g,104.0,2.43,3.03,15.75
Mie Goreng Rasa Sapi,100 g,169.01,40.85,0.0,1.41
Classic,100 g,250.0,50.0,0.0,0.0
Cappuccino,100 g,440.0,84.0,10.0,4.0
Kopi,100 ml,72.73,13.18,1.82,1.36
Caramel Macchiato (Grande),100 g,52.85,7.4,1.48,2.11
Salted Caramel Macchiato,100 g,65.0,9.5,2.25,1.5
Coffeemix 3 In 1,100 g,450.0,85.0,10.0,5.0
Special Mix,100 g,400.0,92.0,4.0,4.0
Americano Zero Sugar,100 g,250.0,0.0,0.0,0.0
Gula Aren,100 g,454.55,81.82,11.36,4.55
Caffe Latte (Grande),100 ml,40.17,3.81,1.48,2.54
Butterscotch Latte,100 g,35000.0,4500.0,1400.0,1200.0
Kopi Susu,100 g,419.35,87.1,8.06,3.23
Caramel Frappe,100 ml,70.83,11.67,2.08,1.25
Vanilla Latte (Tall),100 g,56.34,7.89,1.41,2.54
Kopi Susu Tetangga,100 ml,105.0,12.5,5.5,2.0
Chococinno,100 g,9000.0,1700.0,200.0,100.0
Hanya Untukmu Black Aren,100 ml,63.64,12.73,1.14,1.36
White Koffie Original,100 g,450.0,85.0,10.0,5.0
Top Coffee Gula Aren,100 g,454.55,81.82,11.36,4.55
Iced Caffe Latte (Grande),100 ml,26.0,2.6,0.9,1.6
White Coffee Less Sugar,100 g,457.14,70.29,21.43,2.86
Lokalate Kopi Gula Aren,100 g,466.67,73.33,16.67,6.67
Kopi Lo-Kal,100 ml,70.4,13.0,0.8,2.76
Doubleshot Espresso & Cream,100 ml,72.92,9.38,3.12,2.08
Kopi Plus Gula,100 g,388.89,94.44,0.0,5.56
Latte Kaleng,100 ml,50.0,8.64,1.36,0.91
Cool Coconut,100 ml,50.0,9.5,1.25,0.5
Choco Banana Latte,100 ml,59.09,9.09,1.59,1.82
Moccachino,100 g,450.0,80.0,12.5,5.0
Soy Latte,100 g,466.67,73.33,20.0,6.67
Top Avocado Coffe,100 g,454.55,77.27,15.91,4.55
Rock Salt Caramello,100 g,500.0,70.0,22.5,5.0
White Coffee,100 ml,45.0,9.0,1.25,0.5
Kopi Susu Keluarga,100 ml,60.0,10.0,2.0,1.0
Kopi Fine Blend,100 g,250.0,50.0,0.0,0.0
Gilus Mix Aroma Vanila,100 g,391.3,91.3,2.17,4.35
Kopi Jahe,100 g,423.08,65.38,7.69,0.0
Cafe Latte,100 ml,68.0,9.2,2.8,1.6
Kopi 7 Elemen,100 g,452.17,78.26,13.04,4.35
Gilus Mix Gula Aren,100 g,391.3,91.3,0.0,4.35
Pumpkin Spice Latte (Tall),100 ml,92.31,12.31,3.38,3.38
Thai Milk Coffee,100 ml,63.64,10.91,1.59,1.36
White Coffee Hazelnut,100 g,440.0,64.0,16.57,3.71
The Original,100 g,450.0,85.0,10.0,5.0
Cold Brew Coffe Brown Sugar,100 ml,62.0,11.2,1.6,0.8
Cold Brew (Grande),100 ml,1.06,0.0,0.0,0.0
Black Coffee,100 ml,27.78,7.22,0.0,0.0
Indo Creamer,100 g,500.0,66.67,33.33,0.0
Caramel Latte,100 g,473.68,73.68,21.05,5.26
3 In 1 Diet,100 g,3900.0,478.0,194.0,53.0
Starbucks Via Ready Brew Sweetened Iced Coffee,100 g,357.14,78.57,0.0,7.14
Lucky Day,100 ml,72.22,9.44,3.33,1.67
Fresco Cappuccino,100 g,11000.0,2200.0,200.0,100.0
Coffe Candy,100 g,333.33,66.67,0.0,0.0
Green Coffee Blend,100 g,450.0,75.0,12.5,0.0
Robusta Gold,100 g,450.0,70.0,10.0,10.0
Coffee Candy White Coffee,100 g,333.33,66.67,0.0,0.0
Less Sugar,100 g,428.57,66.67,21.43,4.76
Creamy Blend,100 g,454.55,77.27,18.18,0.0
Mighty Celery,100 g,18.0,3.6,0.0,1.2
Protein Mix Coffee,100 g,363.64,51.52,1.52,36.36
Original Blend,100 g,250.0,50.0,0.0,0.0
Signature Original Black Coffee (Botol),100 ml,50.0,9.5,1.0,0.5
French Vanilla,100 ml,50.0,10.0,1.39,0.56
Vanilla Sweet Cream Cold Brew (Grande),100 g,18.64,2.37,1.02,0.17
Luwak White Coffee,100 ml,130.0,23.0,2.0,4.0
Caffe Mocha (Tall),100 ml,64.97,9.04,1.69,2.82
Ovalccino,100 g,440.0,84.0,8.0,4.0
Flavacino Black Forest Cappuccino,100 g,476.19,71.43,16.67,4.76
Blend & Brew,100 g,400.0,80.0,10.0,0.0
Pumpkin Spice Latte (Grande),100 ml,80.34,10.99,2.96,2.96
Tora Cafe Iced Milky Latte,100 ml,50.0,7.78,1.94,0.56
Teh Manis,100 g,5500.0,1436.0,0.0,0.0
Es Teh,100 g,9000.0,2344.0,0.0,2.0
Teh Asli,100 g,0.0,0.0,0.0,0.0
Teh Hijau,100 g,250.0,0.0,0.0,0.0
Teh,100 ml,20.0,5.14,0.0,0.0
Es Teh Tawar,100 g,200.0,67.0,0.0,2.0
Teh Melati,100 g,0.0,0.0,0.0,0.0
Teh Botol Kemasan Kotak,100 ml,30.0,7.5,0.0,0.0
Lu Ve Litee Green Tea Ice Cream,100 ml,100.0,20.91,1.82,0.91
Taro Milk Tea,100 ml,79.8,14.0,2.4,0.4
Teh Pucuk Harum Less Sugar,100 ml,18.75,5.0,0.0,0.0
Ichi Ocha Teh Hijau,100 g,32.0,8.4,0.0,0.0
Garantea,100 ml,0.0,0.5,0.0,0.0
Milk Tea,100 ml,55.0,9.5,1.75,1.0
Hazelnut Milk Tea,100 ml,48.8,7.2,2.1,0.2
Nrg,100 ml,0.0,0.0,0.0,0.0
Allure Green Tea Latte,100 g,458.33,70.83,18.75,4.17
Green Tea Jasmine,100 g,0.0,0.0,0.0,0.0
Iced Lemon Tea,100 ml,159.0,39.6,0.0,0.0
Teh Kotak Less Sugar,100 ml,23.33,6.33,0.0,0.0
Teh Kotak,100 ml,35.0,8.5,0.0,0.0
Teh Javana Gula Batu,100 ml,34.29,8.0,0.0,0.0
Honeyed Chrysanthemum Tea,100 g,6000.0,1800.0,0.0,0.0
Nu Green Tea Madu,100 ml,40.0,9.5,0.0,0.0
Tesona,100 g,400.0,100.0,0.0,0.0
Jasmine Tea Original,100 ml,60.0,15.0,0.0,0.0
Teh Sosro Celup,100 g,0.0,0.0,0.0,0.0
Lemon Tea,100 g,428.57,100.0,0.0,0.0
Ichi Ocha Teh Melati,100 ml,30.3,7.58,0.0,0.0
Frestea Green,100 g,32.0,8.0,0.0,0.0
Fruit Tea (500Ml),100 g,44.0,11.2,0.0,0.0
Ichi Ocha Green Tea Honey,100 ml,36.0,8.8,0.0,0.0
Teh Pucuk Harum,100 ml,29.17,7.5,0.0,0.0
Jasmine Tea,100 ml,35.0,8.5,0.0,0.0
Teh Oolong,100 ml,26.67,7.11,0.0,0.0
Caáya,100 ml,22.73,5.91,0.0,0.0
Thai Tea,100 ml,70.0,12.0,2.0,0.0
Iced Hibiscus Tea Lemonade,100 g,21.75,5.37,0.0,0.0
Nu Green Tea Less Sugar,100 ml,20.0,5.2,0.0,0.0
Teh Bunga Kekwa,100 g,44.0,10.8,0.0,0.0
Fruit Tea (200Ml),100 ml,40.0,11.0,0.0,0.0
Teh Rio,100 ml,36.84,8.95,0.0,0.0
Teh Botol (Botol),100 ml,20.0,7.71,0.0,0.0
Green Tea,100 ml,40.0,9.71,0.0,0.0
Green Tea Honey Lemon,100 ml,47.62,11.43,0.0,0.0
Chocolate Green Tea Spread,100 g,600.0,60.0,35.0,5.0
Tematik Instant Teh Tarik,100 g,416.67,83.33,6.25,4.17
Liang Cha,100 ml,20.0,4.86,0.0,0.0
Tapioca Tea Latte Ice Bar,100 ml,171.88,23.44,7.81,1.56
Teh Gelas Less Sugar,100 ml,20.0,5.0,0.0,0.0
Thai Milk Tea,100 ml,60.0,9.6,2.0,0.8
Teh Tarik,100 g,10000.0,1600.0,400.0,0.0
Mango Tea,100 ml,48.0,12.0,0.0,0.0
Milk Green Tea,100 ml,67.74,8.06,1.94,1.29
Fruit Tea Freeze,100 ml,34.29,8.29,0.0,0.0
Tebs Sparkling Mix Fruit,100 ml,39.39,10.3,0.0,0.0
My Tea Less Sugar,100 ml,17.78,4.0,0.0,0.0
Frestea Lychee,100 g,32.0,8.0,0.0,0.0
Slimming Tea Double Strength,100 g,239.0,70.0,0.0,2.0
Slimming Tea,100 ml,213.0,70.0,0.0,3.0
Iced Tea Peach,100 g,7000.0,1700.0,0.0,0.0
Natsbee Honey Lemon,100 ml,40.0,9.6,0.0,0.0
Tematik Instant Matcha Latte,100 g,440.0,80.0,14.0,4.0
Bakmi Mewah Goreng Rasa Bulgogi,100 g,400.0,48.0,18.0,12.0
Honey Citron Tea,100 g,300.0,70.0,0.0,0.0
Matcha Red Bean Smoothie,100 ml,76.8,13.4,2.1,0.9
Teh Kotak Melati,100 ml,35.0,8.5,0.0,0.0
Milk Tea Caramel,100 g,434.78,78.26,13.04,4.35
Pearl Milk Tea,100 ml,74.8,13.4,2.2,0.2
Tebs,100 ml,40.0,10.0,0.0,0.0
Yuzu Tea,100 ml,40.0,9.71,0.0,0.0
Pure Matcha,100 g,375.0,75.0,0.0,25.0
Rasa Apel,100 ml,50.0,12.0,0.0,0.0
Apple Tea,100 g,9000.0,2300.0,0.0,0.0
Teh Hijau Celup,100 g,500.0,100.0,0.0,0.0
Rosella Hibiscus Tea,100 g,5.0,2.0,0.0,0.0
Nasi Tim,100,120.0,26.0,0.4,2.4
Bihun Goreng Instan,100,381.0,80.3,3.9,6.1
"Bihun Jagung, Mentah",100,354.0,87.4,0.3,0.5
"Jagung Nasi, Mentah",100,357.0,79.5,0.5,8.8
"Jagung Muda, Rebus",100,142.0,30.3,0.7,5.0
"Jagung Kuning, Tepung",100,355.0,73.7,3.9,9.2
"Jagung Kuning Pipil, Rebus",100,154.0,28.4,3.5,3.8
"Jagung, Tepung Putih",100,355.0,73.7,3.9,9.2
"Ketan Putih, Tapai",100,172.0,37.5,0.5,3.0
"Maizena, Tepung",100,341.0,85.0,0.0,0.3
"Makaroni, Mentah",100,353.0,78.7,0.4,8.7
Mi Basah,100,88.0,14.0,3.3,0.6
Mi Kering,100,339.0,6.3,1.7,10.0
Misoa,100,345.0,78.0,2.2,8.5
Roti Putih,100,248.0,50.0,1.2,8.0
Amparan Tatak,100,191.0,34.0,5.5,1.3
"Apang Kukus, Kue",100,202.0,46.7,0.3,3.0
"Apem, Kue",100,148.0,33.9,0.5,2.0
Biskuit,100,458.0,75.1,14.4,6.9
"Bakpia, Kue",100,272.0,44.1,6.7,8.7
Bakwan,100,280.0,39.0,10.2,8.2
Bantal,100,190.0,43.5,0.3,3.3
Baruasa,100,417.0,79.3,8.2,6.5
Batar Daan,100,107.0,19.6,2.2,2.2
Bika Ambon,100,199.0,44.4,1.5,2.1
Bobengka,100,225.0,45.2,2.6,5.3
Bolu Peca,100,197.0,35.6,4.6,3.3
Brem,100,249.0,58.0,0.4,3.4
Bubur Tinotuan (Manado),100,156.0,15.6,0.2,2.3
Cake Tape,100,323.0,50.1,11.5,4.9
Cangkuning,100,204.0,31.4,7.5,2.8
Dodol Bali,100,298.0,65.9,2.1,3.7
Dodol Galamai,100,348.0,76.1,3.8,0.4
Dodol Kedondong,100,331.0,63.8,7.6,1.9
Dodol Manado,100,373.0,51.9,16.5,4.3
Emping Beras,100,403.0,85.3,2.2,10.6
Gemblong,100,274.0,55.5,5.4,1.7
Gendar Goreng,100,407.0,32.0,28.2,6.4
Jagung Gerontol,100,156.0,33.3,1.3,2.7
Jagung Titi,100,374.0,79.1,2.2,9.4
Japilus,100,500.0,67.3,25.1,1.2
Kakicak,100,296.0,36.7,15.1,3.4
Kambose,100,164.0,32.6,2.4,3.0
Kapusa,100,158.0,27.8,3.2,4.4
Keddo Bodong,100,290.0,55.2,5.7,4.6
"Kelepon, Kue",100,215.0,41.8,3.7,3.7
Kereput,100,580.0,51.1,39.6,4.8
Ketoprak,100,153.0,13.0,7.7,7.9
Ketupat Kandangan,100,109.0,13.4,5.2,2.2
Koya,100,366.0,77.5,4.3,4.2
Koya Mirasa,100,370.0,82.2,1.0,8.0
Koyabu,100,241.0,47.2,4.3,3.4
Kue Ali,100,440.0,64.5,18.5,3.8
Kue Bangen,100,442.0,74.2,14.7,3.3
